piso,piso,piso,estrato,preciom,areaconst,parquea,banios,habitac,tipo,barrio,longitud,latitud,Id Comentarios
612,Zona Norte,1,3,270,196,1,2,4,Casa,calima,-7.649.994,348.465,6
613,Zona Norte,NA,3,104,60,1,2,3,Apartamento,torres de comfandi,-7.649.995,347.762,32
614,Zona Norte,2,3,137,60,NA,2,3,Apartamento,torres de comfandi,-7.649.995,347.547,22
615,Zona Norte,NA,5,350,83,1,2,3,Apartamento,la flora,-7.649.995,348.347,15
616,Zona Norte,12,5,340,100,1,2,3,Apartamento,la flora,-7.649.995,348.347,10
617,Zona Oriente,3,3,415,360,NA,4,7,Casa,el paraíso,-7.649.998,343.166,34
618,Zona Sur,3,4,338,240,1,4,4,Casa,valle del lili,-7.649.999,341.185,32
619,Zona Norte,3,3,130,85,NA,2,3,Casa,villa de veracruz,-76.5,3479,8
620,Zona Norte,NA,5,800,900,6,5,4,Casa,urbanización la flora,-76.5,3401,33
621,Zona Oriente,NA,3,260,276,NA,4,8,Casa,el tr√©bol,-76.5,3474,30
622,Zona Norte,NA,5,780,450,1,4,4,Casa,san vicente,-76.5,3401,21
623,Zona Norte,NA,3,215,95,1,2,3,Casa,salomia,-76.5,3474,10
624,Zona Sur,2,3,300,238,1,2,6,Casa,nueva floresta,-76.5,3443,4
625,Zona Oriente,NA,3,330,429,1,3,5,Casa,nueva floresta,-76.5,3431,20
626,Zona Norte,NA,3,190,146,1,4,2,Casa,la floresta,-76.5,3401,32
627,Zona Norte,NA,3,170,238,NA,1,3,Casa,evaristo garcía,-76.5,3447,14
628,Zona Oriente,NA,3,100,53,NA,1,3,Casa,calipso,-76.5,3.49,1
629,Zona Norte,2,4,370,240,2,5,5,Casa,el bosque,-76.5,3468,30
630,Zona Sur,2,4,148,55,NA,2,3,Apartamento,valle del lili,-76.5,3412,18
631,Zona Sur,10,4,154,60,NA,2,3,Apartamento,valle del lili,-76.5,3481,4
632,Zona Sur,NA,4,220,75,NA,3,3,Apartamento,valle del lili,-76.5,3401,14
633,Zona Sur,4,4,138,51,NA,2,3,Apartamento,valle del lili,-76.5,3453,16
634,Zona Norte,NA,5,550,155,2,4,4,Apartamento,urbanización la flora,-76.5,3484,30
635,Zona Norte,NA,5,270,84,1,2,3,Apartamento,urbanización la flora,-76.5,3402,13
636,Zona Norte,NA,4,158,72,1,2,3,Apartamento,torres de comfandi,-76.5,3478,10
637,Zona Norte,NA,4,160,72,1,2,3,Apartamento,torres de comfandi,-76.5,3479,1
638,Zona Norte,NA,3,110,65,NA,1,3,Apartamento,torres de comfandi,-76.5,3476,15
639,Zona Norte,NA,3,120,63,NA,1,3,Apartamento,torres de comfandi,-76.5,3475,4
640,Zona Norte,NA,5,250,136,2,3,3,Apartamento,flora industrial,-76.5,3401,8
641,Zona Norte,NA,5,320,86,1,3,3,Apartamento,flora industrial,-76.5,3401,10
642,Zona Oriente,NA,3,85,60,NA,2,3,Apartamento,calipso,-76.5,3424,25
643,Zona Sur,NA,4,230,69,1,3,3,Apartamento,bochalema,-76.5,3401,27
644,Zona Norte,12,5,300,83,2,3,3,Apartamento,la flora,-7.650.008,348.379,31
645,Zona Norte,2,3,125,60,1,2,3,Apartamento,torres de comfandi,-7.650.012,347.324,7
646,Zona Oeste,12,6,690,314,2,5,4,Apartamento,santa teresita,-7.650.021,344.812,19
647,Zona Norte,3,3,125,65,NA,2,2,APARTAMENTO,altos de menga,-7.650.021,347.579,32
648,Zona Sur,7,4,165,60,1,2,3,Apartamento,valle del lili,-7.650.035,348.086,31
649,Zona Sur,3,4,162,60,NA,2,3,Apartamento,valle del lili,-7.650.035,348.086,27
650,Zona Norte,NA,3,560,182,NA,4,7,Casa,calima,-7.650.038,348.549,21
651,Zona Sur,1,3,135,65,NA,1,3,Apartamento,cañaverales,-765.004,344.302,13
652,Zona Sur,3,4,125,63,1,1,3,Apartamento,cañaverales,-765.004,344.302,22
653,Zona Sur,3,4,182,64,1,2,3,Apartamento,valle del lili,-7.650.044,340.119,15
654,Zona Norte,2,3,165,70,1,2,3,Casa,villa del prado,-7.650.049,346.491,2
655,Zona Norte,NA,3,280,148,2,4,4,Casa,alameda del río,-765.005,349.584,1
656,Zona Norte,10,3,167,77,1,3,3,Apartamento,los guaduales,-765.005,348.802,26
657,Zona Norte,3,3,250,75,NA,4,8,Casa,oasis de comfandi,-7.650.055,347.401,10
658,Zona Norte,5,3,100,60,1,1,3,Apartamento,torres de comfandi,-7.650.055,347.521,22
659,Zona Centro,1,3,320,302,1,2,4,Casa,san juan bosco,-7.650.057,344.505,27
660,Zona Sur,4,4,160,60,1,2,2,Apartamento,valle del lili,-7.650.059,344.818,10
661,Zona Norte,8,4,148,58,NA,2,3,Apartamento,torres de comfandi,-7.650.059,347.582,9
662,Zona Norte,1,3,136,52,NA,1,3,Apartamento,torres de comfandi,-7.650.059,347.582,13
663,Zona Sur,2,5,300,108,1,3,4,Apartamento,el limonar,-7.650.059,344.818,8
664,Zona Norte,4,4,112,61,NA,2,3,Apartamento,torres de comfandi,-7.650.063,347.573,3
665,Zona Norte,4,3,120,60,NA,2,3,Apartamento,torres de comfandi,-7.650.063,347.701,1
666,Zona Norte,5,3,100,62,1,1,3,Apartamento,torres de comfandi,-7.650.063,347.487,28
667,Zona Oriente,NA,3,260,225,NA,4,5,Casa,atanasio girardot,-7.650.069,344.855,19
668,Zona Norte,4,3,100,55,NA,2,3,Apartamento,torres de comfandi,-7.650.072,347.564,10
669,Zona Norte,NA,4,295,73,1,2,3,Apartamento,la flora,-7.650.072,347.812,5
670,Zona Norte,5,3,110,50.96,NA,2,3,Apartamento,zona norte,-7.650.079,347.801,11
671,Zona Norte,5,3,105,60,NA,2,3,Apartamento,torres de comfandi,-7.650.079,347.801,30
672,Zona Oriente,3,3,330,133,2,6,9,Casa,la floresta,-7.650.087,343.382,1
673,Zona Sur,2,6,1600,825,8,6,8,Casa,seminario,-7.650.092,347.792,2
674,Zona Norte,1,3,123,67,NA,1,3,Apartamento,torres de comfandi,-7.650.096,347.906,10
699,Zona Norte,5,3,120,58,1,1,3,APARTAMENTO,torres de comfandi,-7.650.103,347.521,28
700,Zona Oriente,2,3,237,167,2,3,4,Casa,santa mónica popular,-765.011,34.228,27
701,Zona Norte,4,3,142,58,NA,2,3,Apartamento,torres de comfandi,-7.650.113,347.643,19
702,Zona Norte,5,3,105,58,NA,1,3,Apartamento,torres de comfandi,-7.650.113,347.643,11
703,Zona Norte,NA,3,110,56,1,2,3,Apartamento,torres de comfandi,-7.650.113,347.645,14
704,Zona Oriente,1,3,320,195,1,3,6,Casa,villa colombia,-7.650.115,344.771,33
705,Zona Norte,NA,3,115,55,NA,1,3,Apartamento,torres de comfandi,-7.650.122,347.577,13
706,Zona Sur,3,4,300,114,2,3,4,Apartamento,ciudad capri,-7.650.123,34.854,21
707,Zona Norte,NA,3,215,90,1,3,3,Casa,torres de comfandi,-7.650.128,34.771,11
708,Zona Sur,NA,5,340,140,1,3,4,Apartamento,los cambulos,-7.650.133,343.973,18
709,Zona Norte,8,3,145,54,1,2,3,Apartamento,torres de comfandi,-765.014,347.787,21
710,Zona Norte,8,5,305,90,1,2,3,Apartamento,la flora,-7.650.148,348.082,9
711,Zona Sur,2,5,415,296.37,2,4,5,Casa,guadalupe,-765.015,347.802,29
712,Zona Norte,1,5,350,85,1,2,3,Apartamento,la flora,-7.650.155,348.434,32
713,Zona Norte,3,3,520,340,3,6,9,Casa,los andes,-7.650.166,346.861,31
714,Zona Norte,3,3,110,54,NA,2,3,Apartamento,brisas de los,-7.650.166,349.406,13
715,Zona Oriente,NA,3,130,149,NA,1,2,Casa,nueva floresta,-7.650.171,343.204,22
716,Zona Norte,4,3,125,72,NA,2,3,Apartamento,torres de comfandi,-7.650.174,347.676,25
717,Zona Norte,NA,3,108,58,1,2,3,Apartamento,brisas de los,-7.650.176,349.462,30
718,Zona Norte,3,3,120,63,1,2,3,Apartamento,torres de comfandi,-7.650.179,347.668,7
719,Zona Norte,NA,3,310,70,1,3,7,Casa,el sena,-7.650.187,346.536,17
720,Zona Norte,4,3,120,60,1,1,3,Casa,brisas de los,-7.650.191,349.202,27
721,Zona Norte,2,3,210,135,2,3,6,Casa,calima,-7.650.192,348.404,8
722,Zona Norte,NA,5,380,229,2,4,5,Casa,la flora,-7.650.198,340.656,31
723,Zona Norte,5,3,125,55,NA,1,3,Apartamento,salomia,-7.650.199,349.386,13
742,Zona Norte,4,5,430,115,2,3,3,Apartamento,menga,-7.650.217,348.061,13
743,Zona Norte,3,3,245,84,1,3,9,Casa,paso del comercio,-7.650.218,348.643,26
744,Zona Norte,4,4,158,77,1,2,3,Apartamento,prados del norte,-7.650.227,340.102,21
745,Zona Norte,2,3,120,58,1,2,3,Apartamento,brisas de los,-765.023,349.429,11
746,Zona Oriente,2,3,235,180,2,2,6,Casa,zona oriente,-7.650.235,342.756,31
747,Zona Norte,NA,3,330,240,1,5,7,Casa,zona norte,-7.650.235,34.735,18
748,Zona Norte,2,3,153,80,NA,2,3,Casa,brisas de los,-7.650.236,349.453,14
749,Zona Norte,2,3,155,80,NA,2,3,Casa,brisas de los,-7.650.236,349.453,2
750,Zona Norte,2,3,305,268,NA,4,8,Casa,calima,-7.650.237,348.621,34
751,Zona Norte,NA,3,210,110,1,2,3,Casa,brisas de los,-7.650.249,349.081,3
752,Zona Norte,3,3,650,510,NA,8,10,Casa,salomia,-7.650.249,346.907,34
753,Zona Sur,1,4,210,65,1,2,3,Apartamento,cañaveralejo,-7.650.252,34.713,24
754,Zona Sur,3,4,235,100,1,3,4,Casa,el caney,-7.650.254,342.489,20
755,Zona Norte,1,3,138,54,1,2,2,Apartamento,salomia,-7.650.261,34.687,15
756,Zona Norte,NA,5,370,99,1,3,2,Apartamento,la flora,-7.650.261,348.875,4
757,Zona Norte,2,3,115,60,1,2,3,Apartamento,brisas de los,-7.650.262,349.271,1
758,Zona Norte,1,3,135,90,NA,2,4,Casa,brisas de los,-7.650.269,349.063,25
759,Zona Norte,6,6,680,133,2,4,4,Apartamento,menga,-7.650.269,348.576,12
760,Zona Norte,2,5,380,100,1,3,2,Apartamento,zona norte,-7.650.274,342.428,29
761,Zona Norte,8,5,415,100,1,4,3,Apartamento,la flora,-7.650.275,342.426,1
762,Zona Oriente,2,3,148,90,NA,2,5,Casa,ciudad cordoba,-765.028,34.005,4
763,Zona Norte,2,3,115,57,NA,2,3,Apartamento,brisas de los,-765.028,34.956,26
764,Zona Oriente,2,3,265,270,NA,2,7,Casa,nueva floresta,-7.650.283,344.171,4
765,Zona Norte,2,3,115,55,1,2,3,Apartamento,brisas de los,-7.650.289,349.591,30
766,Zona Norte,NA,5,321,249,1,5,5,Casa,la merced,-7.650.291,346.757,30
767,Zona Norte,3,3,270,180,4,2,3,Casa,brisas de los,-7.650.291,349.096,29
768,Zona Oriente,2,3,225,140,1,2,4,Casa,chapinero,-7.650.298,344.458,17
794,Zona Norte,5,3,120,57,1,2,3,Apartamento,brisas de los,-7.650.304,34.932,34
795,Zona Sur,2,5,225,72,1,2,3,Apartamento,valle del lili,-7.650.307,347.587,4
796,Zona Oriente,3,3,170,290,NA,3,7,Casa,antonio nariño,-7.650.307,341.117,15
797,Zona Sur,7,4,228,72,2,2,3,Apartamento,valle del lili,-7.650.314,347.579,21
798,Zona Oriente,NA,3,180,75,NA,2,3,Casa,ciudad cordoba,-7.650.317,340.396,29
799,Zona Norte,2,3,115,55,NA,2,3,Apartamento,brisas de los,-7.650.318,349.578,33
800,Zona Norte,NA,3,122,72,1,2,3,Apartamento,brisas de los,-7.650.318,349.578,28
801,Zona Oriente,3,3,306,254,1,3,7,Casa,santa fe,-7.650.319,344.118,5
802,Zona Norte,3,4,470,128,4,8,10,Casa,la merced,-7.650.319,346.734,24
803,Zona Norte,1,3,125,58,NA,1,3,Apartamento,brisas de los,-7.650.321,349.329,32
804,Zona Norte,NA,4,180,120,NA,3,3,Casa,zona norte,-7.650.323,349.329,4
805,Zona Norte,NA,3,220,110,2,2,3,Casa,brisas de los,-7.650.323,349.329,26
806,Zona Norte,5,3,128,55,NA,2,2,Apartamento,brisas de los,-7.650.323,349.329,32
807,Zona Norte,5,3,132,58,NA,2,3,Apartamento,brisas de los,-7.650.323,349.329,11
808,Zona Norte,4,3,120,59,1,1,3,Apartamento,brisas de los,-7.650.323,349.329,14
809,Zona Norte,NA,3,135,100,NA,2,3,Apartamento,brisas de los,-7.650.323,349.329,18
810,Zona Norte,3,3,123,65,NA,1,3,Apartamento,brisas de los,-7.650.323,349.329,17
811,Zona Norte,5,3,98,60,1,2,3,Apartamento,brisas de los,-7.650.323,349.329,22
812,Zona Norte,1,3,125,72,NA,2,3,Apartamento,brisas de los,-7.650.323,349.329,25
813,Zona Norte,5,3,128,60,1,1,2,Apartamento,brisas de los,-7.650.323,349.329,6
814,Zona Norte,1,3,133,55,1,2,3,Apartamento,brisas de los,-7.650.323,349.329,1
815,Zona Norte,5,4,130,55,1,1,2,Apartamento,brisas de los,-7.650.323,349.329,3
816,Zona Norte,NA,5,345,85,NA,2,2,Apartamento,acopi,-7.650.324,348.174,23
817,Zona Oeste,NA,5,210,62,2,2,3,Apartamento,santa teresita,-7.650.326,344.833,6
818,Zona Norte,5,3,118,58,NA,1,3,Apartamento,torres de comfandi,-765.033,347.478,26
819,Zona Norte,2,5,350,264,2,3,4,Casa,la flora,-765.033,346.412,24
820,Zona Oriente,2,3,320,450,NA,4,7,Casa,Santafe,-7.650.336,344.028,8
821,Zona Norte,5,4,155,82,1,2,3,Apartamento,pacara,-7.650.337,347.938,7
822,Zona Sur,5,3,150,73,1,2,3,Apartamento,belisario caicedo,-7.650.339,347.701,16
823,Zona Oeste,3,3,780,291,2,3,4,Casa,san antonio,-765.034,348.609,25
824,Zona Norte,NA,3,105,66,NA,1,3,Apartamento,salomia,-7.650.343,347.215,21
825,Zona Norte,1,3,300,147,1,3,7,Casa,salomia,-7.650.354,346.355,33
826,Zona Norte,5,3,105,58,NA,2,3,Apartamento,brisas de los,-7.650.356,349.252,17
827,Zona Norte,NA,3,130,61,NA,1,3,Apartamento,acopi,-7.650.356,344.845,11
828,Zona Sur,4,4,320,320,NA,3,5,Casa,ciudad 2000,-7.650.363,344.455,2
829,Zona Norte,NA,3,116,60,1,2,3,Apartamento,brisas de los,-7.650.366,34.947,4
830,Zona Norte,2,3,300,133,3,3,5,Casa,flora industrial,-7.650.367,348.168,9
831,Zona Norte,7,5,315,86,1,2,3,Apartamento,la flora,-7.650.369,3482,7
832,Zona Norte,2,3,115,65,1,1,3,Apartamento,brisas de los,-7.650.373,34.946,14
833,Zona Norte,2,3,152,58,NA,2,3,Apartamento,zona norte,-7.650.381,348.107,9
834,Zona Norte,3,3,165,120,NA,2,4,Casa,zona norte,-7.650.381,34.699,26
835,Zona Norte,NA,3,120,60,NA,2,3,Apartamento,brisas de los,-7.650.381,349.269,8
836,Zona Norte,NA,3,135,42,1,2,3,Apartamento,brisas de los,-7.650.382,349.413,34
837,Zona Norte,12,5,480,121,2,4,4,Apartamento,la flora,-7.650.385,348.233,7
838,Zona Norte,NA,5,185,74,NA,2,2,Apartamento,acopi,-765.039,346.171,4
839,Zona Norte,NA,5,420,315,2,4,5,Casa,la flora,-7.650.393,346.704,15
840,Zona Sur,4,4,138,60,1,1,3,Apartamento,colseguros,-7.650.397,3422,19
841,Zona Norte,3,3,125,70,NA,2,3,Apartamento,brisas de los,-7.650.398,349.239,34
865,Zona Norte,NA,3,270,150,NA,3,4,Casa,brisas de los,-7.650.404,349.239,10
866,Zona Norte,NA,3,300,224,NA,2,4,Casa,salomia,-7.650.407,346.613,22
867,Zona Norte,1,3,149,58,NA,2,2,Apartamento,salomia,-7.650.407,347.067,11
868,Zona Norte,1,3,135,60,1,2,3,Apartamento,los andes,-7.650.409,347.855,30
869,Zona Norte,5,3,110,58,NA,2,3,Apartamento,brisas de los,-7.650.411,349.393,5
870,Zona Norte,5,3,110,58,NA,2,3,Apartamento,brisas de los,-7.650.411,349.393,21
871,Zona Norte,4,3,120,60,1,1,3,Apartamento,brisas de los,-7.650.414,349.419,16
872,Zona Norte,3,3,145,59,NA,2,2,Apartamento,salomia,-7.650.416,346.802,13
873,Zona Norte,NA,3,120,58,NA,2,3,Apartamento,brisas de los,-7.650.416,349.235,18
874,Zona Norte,1,3,122,56,1,1,3,Apartamento,brisas de los,-7.650.434,349.224,11
875,Zona Oriente,3,3,135,70,NA,2,2,Casa,el diamante,-7.650.444,341.925,17
876,Zona Norte,1,3,230,120,1,2,4,Casa,salomia,-765.045,346.407,33
877,Zona Norte,3,3,350,150,NA,2,3,Casa,salomia,-7.650.451,346.407,27
878,Zona Norte,5,3,130,52,NA,2,3,Apartamento,la alianza,-7.650.451,347.341,31
879,Zona Oriente,2,3,155,120,NA,2,5,Casa,morichal de comfandi,-7.650.453,339.825,4
880,Zona Oriente,1,3,250,210,NA,4,4,Apartamento,morichal de comfandi,-7.650.453,339.825,8
881,Zona Norte,3,5,268,106,2,3,3,Apartamento,la flora,-7.650.453,347.793,31
882,Zona Oriente,3,3,140,61,1,2,3,Apartamento,el troncal,-7.650.459,344.968,26
883,Zona Oriente,2,4,265,175,NA,2,2,Casa,chapinero,-7.650.461,344.434,28
884,Zona Oriente,2,3,99,80,NA,2,3,Apartamento,la base,-7.650.461,345.303,14
885,Zona Norte,4,3,96,56,NA,2,3,Apartamento,brisas de los,-7.650.463,349.172,31
886,Zona Sur,10,4,165,60,NA,2,2,Casa,valle del lili,-7.650.468,347.986,32
887,Zona Sur,6,4,350,125,2,2,3,Apartamento,cuarto de legua,-7.650.468,347.986,16
888,Zona Norte,3,3,125,55,1,2,2,Apartamento,brisas de los,-7.650.472,348.573,16
889,Zona Norte,1,5,430,128,1,3,3,Apartamento,la flora,-7.650.475,346.947,16
890,Zona Oriente,NA,3,240,160,1,5,8,Casa,el troncal,-7.650.476,345.339,6
891,Zona Norte,4,3,115,65,1,1,3,Apartamento,salomia,-7.650.484,346.485,24
892,Zona Norte,3,3,115,56,1,1,3,Apartamento,brisas de los,-7.650.484,349.325,13
893,Zona Norte,NA,4,130,60,1,2,2,Apartamento,ciudad los álamos,-7.650.491,348.675,24
909,Zona Oriente,2,3,210,280,NA,3,6,Casa,el rodeo,-7.650.507,343.565,20
910,Zona Norte,NA,3,135,64,NA,2,4,Casa,salomia,-7.650.519,34.665,2
911,Zona Norte,NA,3,240,62,NA,2,3,Casa,barrio tranquilo y,-7.650.519,348.641,10
912,Zona Norte,4,3,96,58,1,2,3,Apartamento,brisas de los,-7.650.519,349.372,2
913,Zona Norte,2,3,145,57,NA,2,3,Apartamento,ciudad los álamos,-7.650.523,348.622,26
914,Zona Oriente,NA,3,108,75,NA,2,4,Casa,ciudad cordoba,-7.650.523,339.948,13
915,Zona Oriente,2,3,320,154,NA,4,8,Casa,atanasio girardot,-7.650.529,344.184,29
916,Zona Norte,3,3,115,58,NA,1,3,Apartamento,brisas de los,-7.650.536,349.422,11
917,Zona Norte,5,4,135,62,1,2,3,Apartamento,ciudad los álamos,-7.650.544,348.695,14
918,Zona Sur,4,4,430,250,NA,5,6,Casa,ciudad 2000,-7.650.549,341.215,21
919,Zona Norte,3,3,145,59,1,2,2,Apartamento,salomia,-7.650.552,346.776,34
920,Zona Oriente,NA,3,310,288,1,4,8,Casa,atanasio girardot,-7.650.558,344.232,1
921,Zona Oriente,NA,3,190,870,NA,3,8,Casa,ciudad cordoba,-7.650.578,340.168,19
922,Zona Norte,4,3,140,57,1,2,3,Apartamento,ciudad los álamos,-7.650.583,348.633,22
923,Zona Norte,3,3,560,472,2,6,10,Casa,salomia,-7.650.584,346.684,4
924,Zona Oriente,1,3,190,230,1,3,9,Casa,zona oriente,-7.650.587,342.535,20
925,Zona Norte,NA,3,178,75,NA,2,4,Casa,ciudad los álamos,-7.650.588,348.448,34
926,Zona Norte,NA,3,205,120,1,2,3,Casa,villa del prado,-7.650.595,346.558,27
937,Zona Norte,2,4,350,280,2,3,4,Casa,la merced,-7.650.603,346.643,27
938,Zona Norte,2,3,130,54,1,2,2,Apartamento,salomia,-7.650.604,34.657,27
939,Zona Oriente,1,3,195,210,1,2,5,Casa,el troncal,-7.650.606,345.152,18
940,Zona Oriente,1,3,155,160,NA,1,3,Casa,el troncal,-7.650.606,345.152,8
941,Zona Norte,4,5,260,90,1,2,3,Apartamento,la flora,-7.650.607,348.545,14
942,Zona Sur,2,4,170,61,NA,2,2,Apartamento,ciudad bochalema,-7.650.608,345.602,2
943,Zona Norte,5,3,115,56,1,2,3,Apartamento,sameco,-7.650.613,349.158,2
944,Zona Oriente,3,3,280,186,NA,4,8,Casa,santa fe,-7.650.618,343.992,15
945,Zona Oriente,NA,3,235,240,1,3,6,Casa,el paraíso,-7.650.623,343.111,6
946,Zona Norte,12,5,325,100,1,3,3,Apartamento,la flora,-7.650.623,340.303,19
947,Zona Norte,2,3,165,55,1,2,3,Apartamento,alamos,-7.650.632,348.853,31
948,Zona Norte,5,3,138,54,1,2,2,Apartamento,salomia,-7.650.639,346.733,3
949,Zona Norte,3,3,130,54,1,2,3,Apartamento,la alianza,-7.650.641,347.147,33
950,Zona Norte,5,3,135,53,NA,2,3,Apartamento,la alianza,-7.650.641,347.147,20
951,Zona Norte,3,3,130,54,1,2,3,Apartamento,la alianza,-7.650.641,347.147,5
952,Zona Norte,2,4,330,275,2,3,5,Casa,la merced,-7.650.647,347.516,1
953,Zona Norte,NA,3,140,60,NA,2,2,Apartamento,salomia,-765.065,346.981,20
954,Zona Oriente,2,3,200,210,NA,4,6,Casa,el paraíso,-7.650.652,343.208,29
955,Zona Sur,6,5,355,104,2,3,4,Apartamento,el limonar,-7.650.654,348.941,34
956,Zona Norte,4,3,120,62,NA,1,3,Apartamento,floralia,-7.650.654,348.941,34
957,Zona Norte,NA,3,135,62,NA,2,4,Casa,salomia,-7.650.655,34.655,6
958,Zona Sur,3,4,140,69,NA,2,2,Apartamento,valle del lili,-7.650.658,342.117,4
959,Zona Oeste,3,5,250,116,1,2,2,Casa,miraflores,-7.650.667,343.813,17
960,Zona Oriente,1,3,160,105,1,3,2,Casa,la gran colombia,-7.650.667,342.221,15
961,Zona Oeste,3,6,1350,229,3,4,3,Apartamento,santa teresita,-7.650.667,343.813,34
962,Zona Oriente,NA,3,225,170,2,4,8,Casa,las am√©ricas,-7.650.671,344.953,6
963,Zona Norte,3,3,215,79.88,2,3,3,Casa,salomia,-7.650.672,347.039,28
964,Zona Norte,3,3,125,58,NA,1,3,Apartamento,brisas de los,-7.650.677,34.926,3
965,Zona Norte,NA,3,98,72,NA,1,2,Apartamento,acopi,-7.650.679,346.582,1
966,Zona Norte,NA,3,130,96,NA,2,3,Apartamento,acopi,-7.650.679,346.582,6
967,Zona Norte,NA,3,92,60,NA,1,1,Apartamento,acopi,-7.650.679,346.582,14
968,Zona Norte,NA,3,98,68,NA,1,2,Apartamento,acopi,-7.650.679,346.582,25
969,Zona Norte,5,4,160,80,1,1,3,Apartamento,pacara,-765.068,348.621,29
970,Zona Oriente,3,3,280,179,1,5,10,Casa,atanasio girardot,-7.650.684,344.311,11
971,Zona Norte,NA,3,95,58,NA,2,3,Apartamento,las delicias,-7.650.684,346.305,3
972,Zona Oriente,NA,3,195,200,2,1,3,Casa,municipal,-7.650.687,345.067,14
973,Zona Norte,1,3,135,53,1,2,2,Apartamento,salomia,-765.069,346.853,16
974,Zona Norte,3,3,220,97,1,3,3,Casa,brisas de los,-7.650.691,349.128,8
975,Zona Oriente,NA,3,128,75,NA,2,6,Casa,ciudad cordoba,-7.650.699,340.084,1
976,Zona Oriente,2,3,130,90,NA,1,2,Casa,ciudad cordoba,-7.650.699,340.059,9
977,Zona Norte,1,3,155,73,NA,2,4,Apartamento,ciudad los álamos,-7.650.699,348.924,26
987,Zona Norte,NA,3,115,65,1,2,3,Apartamento,brisas de los,-7.650.705,349.171,1
988,Zona Centro,3,3,350,182,1,3,6,Casa,el troncal,-7.650.707,345.071,12
989,Zona Norte,2,4,280,130,2,4,4,Casa,pacara,-7.650.721,348.524,16
990,Zona Oriente,1,3,150,120,1,1,3,Casa,ciudad cordoba,-7.650.725,340.172,1
991,Zona Oriente,2,3,93,75,NA,1,3,Casa,ciudad cordoba,-7.650.725,340.172,23
992,Zona Oriente,3,3,435,300,2,3,4,Casa,ciudad cordoba,-7.650.725,340.172,22
993,Zona Sur,NA,6,840,161.79,2,4,4,Apartamento,pance,-7.650.726,346.182,22
994,Zona Norte,NA,3,155,70,NA,2,2,Casa,brisas de los,-7.650.729,349.098,2
995,Zona Norte,4,4,150,77,1,2,3,Apartamento,ciudad los álamos,-7.650.731,348.292,16
996,Zona Norte,1,3,230,145,NA,1,4,Casa,zona norte,-7.650.732,34.596,2
997,Zona Oriente,1,3,78,60,1,1,3,Apartamento,unión de vivienda,-7.650.733,341.003,19
998,Zona Norte,3,3,145,59,NA,2,2,Apartamento,salomia,-7.650.737,347.003,30
999,Zona Oriente,2,3,135,120,NA,2,4,Apartamento,atanasio girardot,-7.650.737,344.454,26
1000,Zona Sur,8,5,165,60,1,2,3,Apartamento,valle del lili,-7.650.738,342.262,31
1001,Zona Norte,3,4,145,78,1,2,3,Apartamento,pacara,-7.650.742,34.747,8
1002,Zona Norte,4,4,155,80,1,2,3,Apartamento,pacara,-7.650.742,34.747,31
1003,Zona Norte,NA,3,380,300,NA,5,8,Casa,acopi,-7.650.743,346.566,22
1004,Zona Oriente,2,3,140,75,NA,3,3,Casa,ciudad cordoba,-7.650.746,339.955,11
1005,Zona Norte,NA,4,110,60,1,1,3,Apartamento,metropolitano del norte,-7.650.747,347.318,27
1006,Zona Norte,NA,3,170,105,NA,2,5,Casa,ciudad los álamos,-7.650.751,348.445,14
1007,Zona Norte,NA,4,260,150,NA,4,3,Casa,ciudad los álamos,-7.650.753,348.469,9
1008,Zona Norte,NA,4,215,143.85,NA,2,4,Casa,ciudad los álamos,-7.650.753,348.649,5
1009,Zona Norte,NA,5,250,243,1,4,5,Casa,el bosque,-7.650.755,347.838,11
1010,Zona Oriente,3,3,230,176,1,3,5,Casa,la floresta,-7.650.761,344.124,3
1011,Zona Oriente,1,3,160,90,NA,2,3,Casa,santa fe,-7.650.774,343.846,24
1012,Zona Oriente,1,3,150,90,1,1,3,Casa,santa fe,-7.650.779,343.899,21
1013,Zona Oriente,1,3,150,90,NA,1,3,Casa,santa fe,-7.650.779,343.899,24
1014,Zona Norte,NA,3,200,104,NA,2,5,Casa,ciudad los álamos,-7.650.784,347.209,24
1015,Zona Norte,2,3,95,46,1,1,2,Apartamento,flora industrial,-7.650.784,348.022,19
1016,Zona Norte,1,3,125,43,2,1,2,Apartamento,flora industrial,-7.650.785,348.021,27
1017,Zona Oriente,NA,3,200,1365,NA,1,4,Casa,atanasio girardot,-765.079,344.334,17
1018,Zona Oriente,4,3,270,400,1,5,9,Casa,el diamante,-7.650.791,341.488,25
1019,Zona Oriente,2,3,700,450,2,4,6,Casa,el troncal,-7.650.796,345.149,23
1020,Zona Norte,2,4,230,250,2,3,5,Casa,la merced,-7.650.799,347.424,21
1032,Zona Oriente,3,3,370,400,1,6,9,Casa,la floresta,-7.650.802,343.421,13
1033,Zona Norte,2,3,200,103,1,2,4,Casa,ciudad los álamos,-7.650.803,348.532,22
1034,Zona Norte,NA,4,180,75,1,2,3,Apartamento,zona norte,-7.650.806,348.589,5
1035,Zona Norte,5,5,372,124,1,3,3,Apartamento,la flora,-7.650.807,348.024,13
1036,Zona Norte,4,5,235,95,1,3,3,Apartamento,la flora,-7.650.807,348.024,18
1037,Zona Oriente,2,3,330,206,1,5,9,Casa,el troncal,-7.650.812,344.887,30
